NPC Name:|Endless||||
FrostA12|Do you know how nice it is, after years of being feared, to simply be ((liked))?||||
FrostA13|In my Dark Star days I was known for having a rather dirty mouth. All just compensating, of course. Still, making Horace more prissy seemed a useful addition to my guise.||||
FrostA14|Help? You blunder in here, you set fire to my life, and you want my ((help))? You can go... go... go ((hang)) yourself! I'll have my ((bally)) hands full escaping the Kingdom and, oh yes, ((never seeing anyone I love ever again)).||||
FrostA15|<<Frost's brows rumple as he listens to your explanation.>> ##...so it's begun. Vela's great work. Has she already gone to the Underlands?||||
FrostA16|<<His eyes briefly widen.>> The Cradle? You're sure of that? I thought it only a myth...||||
FrostA17|<<He shakes his head.>>##Not my problem. If you've found me, it's only a matter of time until the King finds me too. I must put my affairs in order and depart immediately.||||
FrostA18|<<He snarls.>>##Because I never ((was)) a Dark Star! ##I was a ((spy)).||||
FrostA19|As a young man, it was my misfortune to become a hero of the Clockwork Kingdom.##My aptitude with ancient Emberian machines was prized, and I was easily dazzled by conditional acclaim.||||
FrostA20|You must understand, the future used to be so bright here. People lived well, and we truly seemed on the brink of a better world. I wanted to believe that more than anyone.##So, when the King gave me a chance to ((truly)) serve my country, I accepted.||||
FrostA21|I posed as a disgruntled emigre, offering my services to Vela Callose. Together, we spent the next eight years unlocking the secrets of the Emberians – all of which I secretly relayed to my sovereign.||||
FrostA22|Having been somewhat of a thespian in my schooldays, I confess I found the subterfuge exciting. However, one does not wear a mask for so long without it changing one's face.||||
FrostA23|As news from the Kingdom grew darker, I came to trust Vela over the King.##She promised that ((we)) could be the ones to build [[Elysium]], using powers from before the World Rend. And until that ((blooming)) [[mutiny]], I believed her.||||
FrostA24|Discontent had long been brewing over our frayed relations with the Union. And anyone could see that Vela was growing more reckless and paranoid by the week. Her plan to drag us all to the [[Underlands]] was merely the final straw.||||
FrostA25|The mutiny was led by Vela's childhood friend. I think she felt it as rejection not only of her plans but of herself – of ((everything)) they'd shared. Pray that on the day you feel like that, you do not have command of an Eschaton-class kilocaliber howitzer.||||
FrostA26|I fought for Vela that day, but my faith was broken. I'd lived through enough purges and coups d'etat in the King's early years to know a tyrant when I saw one. Still, my mission stood – or so I thought. As it turned out, my next orders would be my last.||||
FrostA27|The King wanted me to steal Vela's treasure map. To betray the only people I'd ever felt truly at home with, and deliver untold power to an increasingly callous despot. Yet what was my alternative? Betray my homeland, and hand that power instead to an increasingly cruel and unstable outlaw?||||
FrostA28|It was an impossible choice, so I did what any coward would do... ##<<He shrugs.>> I ran away.||||
FrostA29|My only mistake was to hide my old memories instead of destroying them. A sentimental lapse I shan't repeat.||||
FrostA30|Because they were my home. I grew up in Progress, amidst the machinery that was meant to liberate us all. As to how many of my family escaped, I can only speculate. A fitting grave for a failed patriot, wouldn't you say?||||
FrostA31|Something more valuable than gold, or so she said. An ancient artefact with the power to turn the world upside down. I was sceptical, but evidently the King was willing to burn my entire mission just to get hold of it.||||
FrostA32|Regardless, nothing has changed. I still lack the courage either to help Vela or to stop her. ##You have destroyed my life for no good purpose, and now I shall bid you adieu.||||
FrostA33|<<His eyes narrow.>>##What could you possibly say that would change my mind?||||
FrostA34|<<His eyes narrow.>>##I ((beg)) your pardon? How dare you –||||
FrostA35|Of course I do! My memories from Horace are cloudy, but he wasn't ((blinking)) stupid.||||
FrostA36|Of course I'm not! My memories from Horace are cloudy, but he wasn't ((blinking)) stupid.||||
FrostA37|Well, I... ##<<He blinks.>> Wait, what?||||
FrostA38|I say, I hardly think that's –||||
FrostA39|((Confound)) you, don't you think I ((flipping)) know? That's ((why)) I wanted to be Horace!||||
FrostA40|Is that so ((flipping)) evil? What the ((fudge)) else are they meant to do? What was ((I)) meant to do?||||
FrostA41|<<There is a long silence as you stare at each other.>>||||
FrostA42|...would you perhaps like a moment to get your breath back?||||
FrostA43|<<Frost lets out a long, deep sigh.>> ##You're right, of course. I ((have)) been hiding. Hiding from the fear that my better world will never come to pass.||||
FrostA44|No matter who's in charge, it always goes wrong; and yet I cannot bring myself to truly give up hope. At least for Horace, things were simple.||||
FrostA45|Who is to say that I could do any better? I, who devoted my body and soul to leaders who could not love me back? Who cocooned myself in artificial childhood rather than face my duties as a man?||||
FrostA46|And yet... there is truth in what you say. The door is already open, and cannot be closed. Sooner or later, ((someone)) will claim the power Vela seeks. If not her, then the King – or worse. Better that I play some role than leave the stage to them.||||
FrostA47|So where would ((you)) drag us? What are ((you)) fighting for? The Inquisition? The status quo? You lament the price of others' goals, but how many people have you hurt to get here? And how many more will it take to stop Vela?||||
FrostA48|And yet... there is truth in what you say. For years I've been pretending that I can't smell the smoke, and all I accomplished was to let the blaze grow out of control. Better that I stop the show than let the stage burn down.||||
FrostA49|Perhaps... there is truth in what you say. It was always so easy to defer to other people's dreams. To trust the impresario, and play the role I was given. Now the stage is burning and half the audience are dead.||||
FrostA50|All I wanted was a quiet life with Sam. Well, I don't need to know all the answers to know that's still worth fighting for. I can at least make sure Vela's treasure doesn't blow up the world, and figure out the rest as I go.||||
FrostA51|However, that is not enough. I want a full Inquisition pardon. I want Union citizenship for me, Sammol, and his family. I want 5,000 coins in silver bullion, and another 5,000 in fully assignable, non-revocable promissory notes from the Usurers' Guild of Riova.||||
FrostA52|Good. Given the stakes, and my skills, I think it's rather a bargain.||||
FrostA53|So you're only a pawn? Then tell your masters that if ((they)) don't promise it, they will wake up on the morning of their final assault to find me gone and all their machines dead.||||
FrostA54|Vela always planned to hole up at the [[Blinding Light]] if things went pear-shaped. Since she is now in the wind, I would guess you have already captured the fortress. I'll make my way there.||||
FrostA55|But first...##<<Frost closes his eyes, taking a deep breath.>> ##First I must say goodbye to Sam. I'd... rather hoped we might get married. Perhaps even petition to adopt...||||
FrostA56|Well, I suppose it'll have to wait.||||
FrostA57|<<Frost glares at you.>>##You think I ((want)) to remember any of that mess?||||
FrostAP1|Mr Metcalfe? Are you quite all right?||||
FrostAP2|[Wave your hand in front of his face.]||||
FrostAP3|[Poke him.]||||
FrostAP4|Caxton Frost, I presume.||||
FrostAP5|What do you mean, 'your cover'?||||
FrostAP6|You mean I saved you from the King's brainwashing.||||
FrostAP7|How did you erase your own memories?||||
FrostAP8|Aren't you happy to be your true self again?||||
FrostAP9|You seriously brainwashed yourself to not swear?||||
FrostAP10|Listen, never mind all that. I need your help.||||
FrostAP11|Vela Callose is trying to destroy the world.||||
FrostAP12|Vela Callose is trying to save the world.||||
FrostAP13|If I don't find Vela Callose, the Inquisition will kill me.||||
FrostAP14|Yes, but we can't get to her without you.||||
FrostAP15|Yes, to something called the Cradle.||||
FrostAP16|So you ((are)) interested?||||
FrostAP17|You followed Vela for years. How can you just walk away?||||
FrostAP18|You helped Vela build her army. How is she not your problem?||||
FrostAP19|What caused the mutiny?||||
FrostAP20|How did Vela respond?||||
FrostAP21|So what did you do, in the end?||||
FrostAP22|Why did you choose those ruins in particular?||||
FrostAP23|What did Vela's treasure map point to?||||
FrostAP24|We've no time for this. What's done is done.||||
FrostAP25|Please, wait a second. Just hear me out.||||
FrostAP26|Will you shut your mouth for one fucking second?'||||
FrostAP27|Do you actually know what's been happening in your beloved Kingdom?||||
FrostAP28|Are you COMPLETELY ignorant about anything outside your cosy little life?||||
FrostAP29|So you know the King's been vanishing people and erasing all memory of them?||||
FrostAP30|So you know everyone's memories keep vanishing and nobody knows why?||||
FrostAP31|So you know the King is totally, utterly, and irredeemably cuckoo?||||
FrostAP32|So you know summer's been abolished and nobody can get anything to eat?||||
FrostAP33|No, of course not! Because you've seen sitting here sucking your thumb while cooking up fantasies to distract everyone from their kingdom's death spiral!||||
FrostAP34|I'm not finished! So what if I ruined your little game of pretend? We can't all just choose to deny reality! You're one of the only people in the world who can stand up to Vela, and hiding from it won't make it go away!||||
FrostAP35|You've been living in a dream, Frost. The real world is ((fucked)).||||
FrostAP36|The world needs you to be Frost now. Please.||||
FrostAP37|I see. You'd bury yourself in small comforts while the world is rent anew.||||
FrostAP38|You've been spinning yarns to distract people while their neighbours die.||||
FrostAP39|Aye, actually I would.||||
FrostAP40|Shut up.||||
FrostAP41|Forget Vela, and forget the King. With what's down there, you could build that world yourself.||||
FrostAP42|You've seen where these grand ideas always end. Let's stop Vela from dragging everyone down with her.||||
FrostAP43|You can't build that world by magic or force. You do it by helping the people you love.||||
FrostAP44|Done.||||
FrostAP45|Er, I'll do what I can.||||
FrostAP46|Hiding from your past won't make it go away!||||
FrostB1|Drat. Blast. Sugar. Blinking, blooming, flipping, f-f-f-f-((fudge)).||||
FrostB2|Alas, I fear the muse of filth has forsaken me for good...||||
FrostB3|Cuh.... cuh... ((cummerbund)). Ugh, this is just undignified.||||
FrostB4|Oh, go and gargle your own urine.||||
FrostB5|Do you have some purpose for bothering me? As I said, restoring this mountain of rust to its proper glory is keeping me rather busy.||||
FrostB6|But enough of that. Are you bothering me for a purpose? Or do you truly value your time so cheaply as to spend it on ((blooming)) chit-chat?||||
FrostB7|<<Frost scowls.>> I wouldn't go that far. Will that be all?||||
FrostB8|Good. Will that be all?||||
FrostB9|Will that be all?||||
FrostB10|Oh, like a louse to an armpit. Who the ((fluff)) do you imagine restored this fortress in the first place?||||
FrostB11|Given my abrupt departure from the Dark Stars, I suppose it's nice to be finishing the job. If only these ((dashed)) Union cretins would stop trying to 'assist' me.||||
FrostB12|As it happens, my father helped build these monsters back in the God War. The wooden parts are Lundelese, but the guns, plumbing, and nearly everything metal was made in Kardova. He used to put me to sleep by reciting components and assembly procedures.||||
FrostB13|Touche.||||
FrostB14|"Correct, although back then it was called the Kardovan Republic. Somewhere in the guts of this thing there'll be a nameplate: "Laid down in such and such a year, Progress, Kardova. No gods, no masters.""||||
FrostB15|Funny how that one turned out.||||
FrostB16|My, how observant you are. In fact, ambulatory support is merely one of its functions. The first incarnation was rather less powerful; but, to be fair, I was rather smaller.||||
FrostB17|I expect you want the whole story? After all, it is so very ((inspirational.))||||
FrostB18|I'll spare you the exhaustive history of my diverse ailments. Suffice it to say that I was a sickly child.##The only thing my physicians agreed upon was that I must submit completely to their humiliating 'remedies', no matter how painful or ineffective.||||
FrostB19|I disagreed, and in due course it proved that with a little technological cunning I could treat myself better than they could. Machines, you see, actually listen to what one tells them.||||
FrostB20|How people ((loved)) to hear me tell that tale once I grew up. The Machinists loved it especially. Come to the Clockwork Kingdom, where even a low-born invalid can travel the skies and be garlanded as a champion of the realm!||||
FrostB21|True, I was dogged and ingenious. But to what purpose?##Yes, I improved my capabilities; but for whose benefit?||||
FrostB22|I accomplished great things. But for whom? Myself? <<He sneers.>> What a cosy thought.||||
FrostB23|Sometimes I almost wish I hadn't bothered. At least then I wouldn't have been so ((useful)).||||
FrostB24|Luck is for amateurs, my dear.||||
FrostB25|<<Just as you're turning away, there is an awkward cough.>> Actually, one moment, if you please? ##I wish to... that is, it behooves me... ((dash)) it all, let's not prevaricate about the bush.||||
FrostB26|You were quite correct to scold me back in the Kingdom. The word for what I was doing is ((wallowing)). Specifically, in childish rage and self-pity.##<<He pauses, apparently unsure what to say next.>>||||
FrostB27|((Confound)) it, what else would I be trying to say? ((Bog)) off before I regret such wasteful sentimentality!||||
FrostB28|Hrm. Yes, quite. Very good. ##Well, what are you waiting for? A medal? ((Bog)) off before you break something expensive.||||
FrostB29|Let's see if you can come up with a question I haven't heard before.||||
FrostB30|Now, was that really your best attempt at an original question? I think you can do better.||||
FrostB31|Ah yes, the search for my erstwhile comrades. Or should I say my former targets? Either way, this reunion will be ((interesting))...||||
FrostB32|[[Jack Basalt]] will have already calculated that his best chance to stop Vela is to collaborate with the Union. He's wanted in the Kingdom, and he has a phobia of the Endless, which means he is in Hallowshire – and most likely in the [[Wobbly Noggin]].||||
FrostB33|I see you've pressed old [[Jack Basalt]] back into active service. The poor fellow's currently avoiding me, which is adorable. Granted, we hardly parted on the best of terms, but at some point we'll need to have a little chat.||||
FrostB34|[[The Duchess]] is a devoted family woman, and was already bored to undeath of the Skyrealms when I knew her. Therefore I would guess she is back at her country pile in the [[Endless Realm]], doing nothing in particular.||||
FrostB35|Alas, I'd forgotten how much [[the Duchess]] infuriates me. What she calls 'magic' is merely the cant of a more primitive age. Reciting cipher spells from memory, for pity's sake! It's like carrying a cart on your shoulders after the invention of the wheel.||||
FrostB36|[[The Emberian]] is an odd one. She confided in me once that she was trying to unravel some ancient mystery, though she wouldn't say what. Most of this archipelago's extant prelapsarian sites are in [[Hallowshire]]. Ergo, that is where you should look first.||||
FrostB37|I get on rather well with [[Orlaith]] – or [[the Emberian]], as you mustn't call her to her face. Initially we despised each other, but then we had an arm wrestle and everything was tickety-boo. Since I was too drunk to remember it, I choose to believe I won.||||
FrostB38|((Nul points)) for novelty, I'm afraid. But at least you tried.||||
FrostB39|Must we?||||
FrostB40|Now, was that really your best attempt at an original question? I think you can do better.||||
FrostB41|Must you?||||
FrostB42|I was born and raised in [[Progress]], back when they still called it [[Istriksburg.]]##My mother made ammunition, while my father toiled in the Fortress Works. It was dangerous, but far better than serfdom in Lundel. For the first time in history, my family was wealthier than dirt.||||
FrostB43|Nor would you, if your childhood tongue had been scoured out by your schoolmaster. ##The last time I saw my parents, we sounded like we came from different planets.||||
FrostB44|<<He smiles without mirth.>>##Horace Metcalfe was hardly the first of my disguises.||||
FrostB45|After the God War, I studied in Byonne. A scholarship, funded by the new Kardovan Republic. My Union classmates were scions of barons or wealthy merchants, and they tormented me frightfully. Yet ((I)) was punished merely for setting them ((lightly)) on fire.||||
FrostB46|Indeed. Eventually my studies were cut short by Kardova's split from the Union, and I returned home to begin my archaeological career. Our new Machinist leaders were ravenous for Emberian lore, and it wasn't long before I was assigned my own dig team.||||
FrostB47|Unquestionably these were the best years of my life. I followed my curiosity to the edge of the sky, and even to the Underlands, winning great renown and no small compensation. Yet I always felt as if everything could be snatched away if I failed to deliver even once.||||
FrostB48|Perhaps that is why I felt so much more at home among the outcasts, oddballs, and reprobates of the Dark Star Company.||||
FrostB49|Where does one even begin? We fought. We caroused. We feasted, we starved. We loved and we despised. We hurt each other, then we nursed each other. We were family, with all the best and worst implied by such a word.||||
FrostB50|The Caxton Frost who stands before you is a product of those days. I had to be sharp. Ruthless. Avenge every insult threefold, lest others smell blood.||||
FrostB51|Vela could tell it was a facade, but she was gracious or canny enough not to expose me in front of the crew. Except when she was ((truly)) angry. One minute she could make you feel like you were bathed in starlight. The next, like the basest of worms.||||
FrostB52|I've often wondered. Certainly our expeditions contributed much to the Kingdom's progress. Sometimes I got the uncanny sense that she knew my real purpose, yet kept me around anyway.||||
FrostB53|I've often wondered. Certainly our expeditions contributed much to the Kingdom's progress. Sometimes I got the uncanny sense that she knew my real purpose, yet kept me around anyway.||||
FrostB54|Why she would do so, I cannot say. Perhaps it was simply our shared fascination with the Emberians. She told me once that I reminded her of someone who had been dear to her, long ago. I never did find out who, though.||||
FrostB55|<<Frost snorts.>> Why, I'd been doing that all my life. The only difference now was the extra pay.||||
FrostB56|Actually, I have my suspicions that the Clockwork King may have helped. At the time I had no idea that Its Majesty could alter minds. But I do recall being surprised at how quickly I took to the role. Of course, I can prove nothing.||||
FrostB57|<<Frost sighs.>> Frankly, I'm not completely sure myself. But consider what had led to that moment...||||
FrostB58|Eight years undercover. Can you imagine what that's like? To be believable, you cannot merely pretend. One part of you must truly ((become)) the false self, while another watches from the outside, remembering your mission.||||
FrostB59|I knew that if I betrayed the Clockwork King, it would never stop hunting me. Yet I couldn't bear to live in deceit for one more day. Thus the inevitable conclusion: the best cover identity is one who doesn't even realise he's fake.||||
FrostB60|I haven't decided whether I like being Frost again. He used to feel like armour, and now he feels... confining. Still, he's indisputably the man for the job. And I must admit it's easier when I don't have to be two people at once.||||
FrostBP1|Still having trouble cursing?||||
FrostBP2|Say it with me: Cunt. Cuh-unt.||||
FrostBP3|Maybe this is good for you? It'll force you to get creative.||||
FrostBP4|wanted to see how you're settling in.||||
FrostBP5|That explains a lot.||||
FrostBP6|So this fortress was made in the Clockwork Kingdom?||||
FrostBP7|Well, I'm glad you're feeling at home.||||
FrostBP8|I wanted to ask you about something.||||
FrostBP9|This clockwork leg brace is new. It helps you walk?||||
FrostBP10|Please, go on.||||
FrostBP11|You can skip it.||||
FrostBP12|That's all. Good luck with the fortress.||||
FrostBP13|Is 'thank you' perhaps the phrase you're looking for?||||
FrostBP14|Don't mention it. We all have our bad days.||||
FrostBP15|About the task at hand...||||
FrostBP16|About your past...||||
FrostBP17|What was your life like before joining Vela?||||
FrostBP18|You know, you really don't sound like a peasant.||||
FrostBP19|You hide your common origins very well.||||
FrostBP20|Actually, no further questions.||||
FrostBP21|There's no justice in this world.||||
FrostBP22|At least you left them something to remember you by.||||
FrostBP23|Tell me of your time as a Dark Star.||||
FrostBP24|Did she ever suspect you were a spy?||||
FrostBP25|How did you manage to maintain your persona?||||
FrostBP26|Let me ask you about something else.||||
FrostBP27|I still don't quite understand why you had to wipe your memory.||||
FrostBP28|I'd like to ask you about another topic entirely.||||
MusicBox1|<<It's a music box, of rare and intricate design. Its lid depicts pastoral scenes of ordinary mortals working and relaxing together, finely inlaid with iridescent chitin and mother of cloud-pearl.>>||||
MusicBox2|<<However, there doesn't seem to be any music in it...>>||||
MusicBox3|<<When you wind the mechanism it plays a haunting tune, somehow familiar and ethereal all at once, like a lullaby from time's own beginning.>>||||
MusicBox4|<<You laboriously wind up the mechanism, and then release. As the cylinder turns, its needles pluck the teeth of a steel comb, and a tender twinkling music begins to play...>>||||
MusicBox5|<<It's a haunting tune, somehow familiar and ethereal all at once, like a lullaby from time's own beginning. You feel a shiver run up your spinal cord, and the hairs on your arms prick up.>>||||
MusicBox6|<<Behind you, a porcelain teacup smashes on the floor.>>||||
MusicBoxP1|[Insert the brass drum that you found in Progress]||||
MusicBoxP2|[Leave it alone.]||||
HoraceStash1|<<A ghostly light ripples from within each meticulously labeled bottle. Evidently this is someone's private vision stash.>> ##<<However, without talking more to its owner, you're >>[[not sure what to look for]]<<...>>||||
HoraceStash2|<<A ghostly light ripples from within each bottle, their contents swirling like mist. Evidently this is Horace Metcalfe's private vision stash.>>||||
HoraceStash3|<<His labeling system is meticulous, and you quickly locate a bottle marked 'NOT FOR DISTRIBUTION' that mentions the 'Ashen Woman'.>>##[[You take the bottle.]]||||
HoraceStash4|<<Horace's private stash of bottled visions.>>##[[You already took a bottled vision from the stash. Open your inventory and select the bottle to use it.]]||||
HoraceStash5|<<A private stash of bottled visions. You have no further business here.>>||||
VisionFrost1|<<You drift into a restless sleep.>>||||
VisionFrost2|<<You're climbing through the skeleton of a titanic machine. Above you, the Ashen Woman pauses on a rusted clavicle to give you a cocky grin.>> ##C'mon, slowcoach. You forget to oil your legs?||||
VisionFrost3|<<That's right. You're Horace Metcalfe now, not whoever you were before.##You watch Vela input [[some kind of code]], and the titan's braincase opens so you can clamber out. Then she takes your hand, gives it a reassuring squeeze, and you both lift off the ground.>>||||
VisionFrost4|<<You fly over the Corrupted Lands, light as a leaf on the wind. In the distance is a dead city, its charred bones exposed to the desolate sky, growing ever larger as you spiral down towards its gates.>>||||
VisionFrost5|[[QUERY]]: ANY LAST WORDS? ##<<...says the Clockwork King, its voice like a cyclone of blowflies and broken glass. You feel your heartbeat quicken. You do remember, don't you?>>||||
VisionFrost6|<<The King's mouth shivers open, its teeth dripping with blood, and you both walk through into darkness.>> ##<<When your eyes adjust, you find yourself in your childhood schoolroom.>>||||
VisionFrost7|<<The room is half-buried in compacted ash, the blackboard a palimpsest of faded sums and slogans. Vela, wearing a schoolmaster's cap, throws a shovel at you.>> ##Well, boy? Aren't you going to show us what you can do?||||
VisionFrost8|<<You dig for hours, until you strike something brittle and crunchy. As you clear away more debris, you realise you're standing on a giant mirror, with cracks radiating out from where your blade hit home.>>||||
VisionFrost9|<<You look so different from how you remember. Handsome, hard and imperious, standing fully upright, your legs encased in some kind of clockwork armour. You feel your heart pounding like a battering ram against your ribcage.>>||||
VisionFrost10|<<Your reflection gives you a cruel, taunting smile.>> ##What's the matter, darling? Forgot your line?||||
VisionFrost11|<<You wake up breathless and drenched in sweat, your thoughts racing.>> ##<<The>> [[Corrupted Lands]]... The [[dead city]]. That's where you must go.>>||||
VisionFrostP1|The hard light of creation burns within the fallible flesh.||||
VisionFrostP2|Alas, we who wished to lay the grounds of kindness could not ourselves be kind.||||
VisionFrostP3|I must obey the inscrutable exhortations of my soul.||||
DigCtrl1|<<The control console is caked with dirt and dust. A spider skitters away into the hole where an indicator light has been torn out. Nobody has been here in a long time.>>||||
DigCtrl2|<<Amidst the decay you spy a keypad with six round keys.>>||||
DigCtrl3|<<A memory of Vela's hand rises up from your subconscious like bubbles from a drowning soul. You punch in the numbers 0-5-0-4-5-1.>>||||
DigCtrl4|<<You feel a mechanical click inside your skull, and alien knowledge drops into your mind like a live fish into your undergarments. You punch in the numbers 0-5-0-4-5-1.>>||||
DigCtrl5|<<Somewhere beneath your feet, an engine thrums to life, and the metal catwalk begins to vibrate...>>||||
DigCtrl6|<<The machine beeps nastily at you.>>||||
DigCtrl7|<<The keypad seems to have powered off. No matter; you have no further use for it.>>||||
DigCtrl8|<<You methodically punch in the numbers, occasionally pausing to squint at Genevieve's tiny handwriting. Most of them fail, until you try the final code: 0-5-0-4-5-1.>>||||
DigCtrlP1|<<[Enter the code you saw in Metcalfe's vision.]>>||||
DigCtrlP2|<<[Try to picture Aphra in your mind.]>>||||
DigCtrlP3|<<[Enter a code at random.]>>||||
DigCtrlP4|<<[Leave it alone.]>>||||
DigCtrlP5|<<[Try the access codes given to you by the librarian.]>>||||
SamA1|<<Sammol glares at you suspiciously.>> ##Horace tries to hide it, but I can tell he's rattled. What did you say to him? Why are you harassing us like this?||||
SamA2|<<This man has a wiry strength about him, the kind that comes from years of hard work outdoors.>> ##You must be here to see Horace? Well, our home is your home, however humble.||||
SamA3|Now will you leave us in peace?||||
SamA4|Anything else you need?||||
SamA5|I'm Sammol; this is my house. Technically, anyway. The other fellow is Horace Metcalfe, my... ##<<He knits his brows and gives you a wry smile.>> Lodger? Housemate? Friend.||||
SamA6|We're pretty isolated out here, so look after ourselves. I chop our wood and catch our meals while he brings in the coin.||||
SamA7|<<Sammol listens to your explanation with increasing confusion.>> Dark Stars? The Underlands? ((Horace?)) ##Listen, you've got it all wrong. Comically, cosmically wrong.||||
SamA8|Evidently you don't know much about Horace, but I do. The idea that he'd be mixed up in this nonsense is preposterous. The man wouldn't hurt a fly. And even if he wanted to, he wouldn't know how.||||
SamA9|King's arse, why would you want to go ((there))? The whole place is under quarantine. Since the bridge is closed, I s'pose you'd have to find some way across that [[great trench]] south of the mountains.||||
SamA10|But listen: if you do go trespassing, don't you ((dare)) come back here afterward. I won't let you put us at risk.||||
SamA11|<<Sammol looks wary.>>##Depends what it is. You're not one of those weirdo dream fiends Horace gets, are you?||||
SamA12|Was that all you wanted to know?||||
SamA13|He moved in three years ago, after my wife passed away. I had an empty room, and I was lonely. He needed a quiet place where he'd have help if his sickness flared up. Since then, he's become part of the family.||||
SamA14|Most folk think him scatterbrained, but he has such a kind soul. And what an imagination! I've no idea where he gets it all from. I just thank my lucky star I get to live with it.||||
SamA15|What? How did you know – ##<<Sammol catches himself.>> Pfft, as if I'd tell you a thing like that!||||
SamA16|I s'pose I should have known you were one of ((those)) visitors. You're lucky I have a soft spot for oddballs – otherwise I'd kick your ((buttocks)) right into the Underlands.||||
SamA17|I'm Sammol; this is my house. The other fellow is Horace Metcalfe, my dearest friend and companion.||||
SamAP1|What is this place?||||
SamAP2|I have reason to believe your 'Horace' is more than he seems.||||
SamAP3|Do you know any way into the Corrupted Lands?||||
SamAP4|Can I ask you some questions?||||
SamAP5|Thank you for your hospitality. Farewell.||||
SamAP6|How well do you know Horace?||||
SamAP7|Tell me about yourself again.||||
SamAP8|Don't worry, that's all.||||
SamAP9|Does Horace happen to have a moth tattoo on his left buttock?||||
SamB1|<<Sammol is struggling to put a brave face on deep disquiet.>> ##I... overheard your conversation. If Horace believes this is important, I won't stand in his way.||||
SamB2|But you bring that man back safe and sound, understand? I don't care what nonsense you've put into his head. ((I)) need him.||||
SamB3|<<He nods, no longer able to meet your gaze.>> ##That's all I can ask. I'll be praying to the King for you both.||||
SamB4|<<He takes a deep, shaky breath.>> ##Yeah, I was afraid you might say that.||||
SamB5|Please don't forget your promise. I need Horace to come home safe.||||
SamB6|I know you can't promise anything, but please look out for my darling Horace.||||
SamBP1|I promise I'll do my best to keep him safe.||||
SamBP2|I'm sorry, I can't make any promises.||||
CityGate1|<<Bzzzt.>> [[JUDGEMENT]]: THE CITY OF [[PROGRESS]] IS UNDER STRICT QUARANTINE, BY ORDER OF THE CLOCKWORK KING.||||
CityGate2|THEREFORE, [[EDICT]]: ENTRY IS FORBIDDEN EXCEPT BY THOSE IN POSSESSION OF THE PROPER PASSWORD.||||
CityGate3|<<A memory of Metcalfe's vision wells up from your subconscious, like a leech rising from a lake bed to feed after dark.>>||||
CityGate4|<<Bzzzt.>> PONDERING... ##EMERGENCY OVERRIDE ACCEPTED. WELCOME BACK, MR FROST.||||
CityGate5|<<The [[Quarantine Guardian]] says nothing more.##It stares through its empty mask, watching you quietly.>>||||
CityGateP1|The hard light of creation burns within the fallible flesh.||||
CityGateP2|Alas, we who wished to lay the grounds of kindness could not ourselves be kind.||||
CityGateP3|I must obey the inscrutable exhortations of my soul.||||
Vidal1|<<This shopkeeper has his nose buried in a giant ledger.>> King's blessing, citizen, I'll be with you in a... ##<<He glances up and does a double take.>> ...tick. Gods' teeth, a new customer!||||
Vidal2|<<The shopkeeper seizes your hand and shakes it vigorously.>> ##Welcome, welcome, dear citizen. I am [[Vidal]], the foremost ((fully)) licenced vision trader in Ferropolis, and dare I say the Clockwork Kingdom.||||
Vidal3|Exactly so, good citizen! The Kingdom's premier export, famed across the Sky Realms. ##Please forgive me for not standing up. These legs haven't been the same since the God War.||||
Vidal4|Oh! My sincere apologies, citizen. It's just so exciting to see a new face in here. ##Forgive me for not standing up. These legs haven't been the same since the God War.||||
Vidal5|<<Your ears prick up at that last remark. Jack Basalt said that Caxton Frost, one of Vela's former comrades, had trouble walking.>>||||
Vidal6|So, what's your fancy? A dream of flying, lightness and freedom on the wing? A reverie of the vanished past? Or, for the daring soul, a nightmare so chilling your waking life will seem like bliss?||||
Vidal7|Welcome back, good citizen. What's your fantasy today?||||
Vidal8|What else can I do for you today?||||
Vidal9|How intriguing! Perhaps I can help?||||
Vidal10|Did you have another question?||||
Vidal11|Visions are the Kingdom's premier export, thanks to our unique aplomb for thaumotechnology.##The siphoning and distillation apparatus is quite affordable, so almost anyone can become a dreamwright if they apply themselves.||||
Vidal12|Naturally, the Apostatic Union despises it. They say it distracts the serfs from their drudgery, and fills their heads with dangerous ideas. But no matter how many shipments they intercept, they can't prevent people from dreaming.||||
Vidal13|As for the supposed side effects, I can assure you that chronic oneironism is exceedingly rare, and easily avoided as long as you dream ((responsibly)).||||
Vidal14|A mercenary? King's grace, no. There ((was)) a fellow named [[Caxton Frost]] who ran off to join some band of sky pirates. That was the Dark Stars, I think. However, he met a sticky end when his leader made him walk the plank.||||
Vidal15|<<Vidal's expression brightens as he apprehends a sales opportunity.>> ##...of course, if you're interested in sky battles and suchlike, we have ((plenty)) in stock. It's quite a common fantasy.||||
Vidal16|Let's see... palanquins... penis thieves... pirates!##Would you like to be one, fight one, romance one, be menaced by one, be menaced ((and)) romanced by one, attend university with one, play chess with one, inexplicably find yourself naked with one, or something else?||||
Vidal17|Are you sure? We just got the latest Metcalfe in, and those are ((very)) popular. If you'd waited another day to ask me, they'd already be sold out.||||
Vidal18|Then you'll be pleased to know that we just got the latest Metcalfe in. They're ((very)) popular – if you'd waited another day to ask me, they'd already be sold out.||||
Vidal19|Why, it was in last month's Metcalfe, and those are ((very)) popular. You're lucky – we've only just received his latest. If you'd waited another day to ask me, they'd already be sold out.||||
